,ChName,Dynasty,DynastyBirth,DynastyDeath,EngName,Entry,EraBirth,EraDeath,EraYearBirth,EraYearDeath,Gender,IndexYear,JunWang,Notes,PersonId,SocialStatus,YearBirth,YearDeath,YearsLived,nid
425,項振宗,元,未詳,未詳,Xiang Zhenzong,,未詳,未詳,,,0,1310,【未詳】,,108986,,1251,1312,62,108986
426,萬清,元,未詳,未詳,Wan Qing,正常科舉,未詳,未詳,,,0,,【未詳】,,109694,,,,,109694
427,帖木兒不花,元,未詳,未詳,Tiemuerbuhua,,未詳,未詳,,,0,,【未詳】,,116998,,,,,116998
428,達理月實,元,未詳,未詳,Daliyueshi,,未詳,未詳,,,0,,【未詳】,,426988,,,,,426988
429,張紀,元,未詳,未詳,Zhang Ji,,未詳,未詳,,,0,,【未詳】,,106561,,,,,106561
430,李居義,元,未詳,未詳,Li Juyi,,未詳,未詳,,,0,,【未詳】,,103299,,,,,103299
431,薛莊,元,未詳,未詳,Xue Zhuang,,未詳,未詳,,,0,1374,【未詳】,,134410,,,,,134410
432,李哲,元,未詳,未詳,Li Zhe,正常科舉,未詳,未詳,,,0,,【未詳】,,102871,,,,,102871
433,沈茂寔,元,未詳,未詳,Shen Maoshi,薦舉門,未詳,未詳,,,0,1324,【未詳】,,103763,書院山長,1270,1324,55,103763
434,郁新,明,元,明,Yu Xin,正常科舉,至正,永樂,6,3,0,1405,【未詳】,,66666,以疾廢,1346,1405,60,66666
435,岳合難,元,未詳,未詳,Yuehenan,,未詳,未詳,,,0,,【未詳】,,117370,,,,,117370
436,謝思齊,元,未詳,未詳,Xie Siqi,,未詳,未詳,,,0,,【未詳】,,112488,,,,,112488
437,范心遠,元,未詳,未詳,Fan Xinyuan,,未詳,未詳,,,0,,【未詳】,,105064,,,,,105064
438,張良弼,元,未詳,未詳,Zhang Liangbi,,未詳,未詳,,,0,,【未詳】,,107059,,,,,107059
439,虞豐,元,未詳,未詳,Yu Feng,,未詳,未詳,,,0,1330,會稽,"Yu(4) Feng [10799] WDY, 3, 1615.",10799,,0,0,0,10799
440,樂晟,元,未詳,未詳,Le Sheng,,未詳,未詳,,,0,,【未詳】,,111477,,,,,111477
441,哈麻剌丁,元,未詳,未詳,Hamalading,,未詳,未詳,,,0,,【未詳】,,115967,,,,,115967
442,游應梅,元,未詳,未詳,You Yingmei,,未詳,未詳,,,0,1300,【未詳】,,108656,,1241,1305,65,108656
443,失剌不花,元,未詳,未詳,Shilabuhua,,未詳,未詳,,,0,,【未詳】,,116648,,,,,116648
444,解榮祖,元,未詳,未詳,Jie Rongzu,,未詳,未詳,,,0,,【未詳】,,109944,,,,,109944
445,朶歹,元,未詳,未詳,Duodai,,未詳,未詳,,,0,,【未詳】,,114675,,,,,114675
446,丁仲倫,元,未詳,未詳,Ding Zhonglun,,未詳,未詳,,,0,,【未詳】,,100266,,,,,100266
447,師珍,元,未詳,未詳,Shi Zhen,,未詳,未詳,,,0,,【未詳】,,105434,,,,,105434
448,高鎔,元,未詳,未詳,Gao Rong,,未詳,未詳,,,0,1275,【未詳】,宋末為婺州教官。亦據元人傳記資料索引電子版6516,44594,[為官者：文];詩人,,,,44594
449,曹復亨,元,未詳,未詳,Cao Fuheng,,未詳,未詳,,,0,,【未詳】,,107409,,,,,107409
450,劉履,明,未詳,未詳,Liu Lv,,未詳,未詳,,,0,1376,【未詳】,,111027,,1317,1379,63,111027
451,傅氏(王炎澤妻),元,未詳,未詳,Fu Shi(Wife of Wang Yan Ze),,未詳,未詳,,,1,1315,【未詳】,,386583,,,,,386583
452,法忽魯丁,元,未詳,未詳,Fahuluding,,未詳,未詳,,,0,,【未詳】,,116218,,,,,116218
453,孛羅沙,元,未詳,未詳,Beiluosha,,未詳,未詳,,,0,,【未詳】,,114225,,,,,114225
454,陳秀嵈,元,未詳,未詳,Chen Xiuhuan,,未詳,未詳,,,0,1287,【未詳】,,108206,,,1287,,108206
455,王承徳,元,未詳,未詳,Wang Chengde,,未詳,未詳,,,0,,【未詳】,,414683,,,,,414683
456,王氏,元,未詳,未詳,Wang Shi,,未詳,未詳,,,1,,【未詳】,,100636,,,,,100636
457,周儒,元,未詳,未詳,Zhou Ru,,未詳,未詳,,,0,,【未詳】,,103919,,,,,103919
458,張傃,元,未詳,未詳,Zhang Su,,未詳,未詳,,,0,,【未詳】,,106648,,,,,106648
459,柯榮,元,未詳,未詳,Ke Rong,,未詳,未詳,,,0,,【未詳】,,104675,,,,,104675
460,郝黑的,元,未詳,未詳,Hao Heide,,未詳,未詳,,,0,,【未詳】,,105967,,,,,105967
461,鄭仲珍,元,未詳,未詳,Zheng Zhongzhen,,未詳,未詳,,,0,,【未詳】,,428646,,,,,428646
462,聞人麟,元,未詳,未詳,Wenren Lin,,未詳,未詳,,,0,,【未詳】,,110266,,,,,110266
463,馮思齊,元,未詳,未詳,Feng Siqi,,未詳,未詳,,,0,,【未詳】,,109047,,,,,109047
464,曹信,元,,元,Cao Shen,正常科舉,,至正,,23,0,1363,【未詳】,,439057,,,1363,,439057
465,昌吉,元,未詳,未詳,Changji,,未詳,未詳,,,0,,【未詳】,,115064,,,,,115064
466,脫哈帖木兒,元,未詳,未詳,Tuohatiemuer,,未詳,未詳,,,0,1270,【未詳】,Index year algorithmically generated: Rule 10;,117059,,,,,117059
467,王蒙古不花,元,未詳,未詳,Wang Menggubuhua,,未詳,未詳,,,0,,【未詳】,,101477,,,,,101477
468,杜繼良,元,未詳,未詳,Du Jiliang,,未詳,未詳,,,0,,【未詳】,,407806,,,,,407806
469,高翼,元,未詳,未詳,Gao Yi,,未詳,未詳,,,0,,【未詳】,,106218,書法家,,,,106218
470,林建,明,未詳,未詳,Lin Jian,,未詳,未詳,,,0,1369,【未詳】,,104225,,1316,1369,54,104225
471,伯杭,元,未詳,未詳,Bohang,,未詳,未詳,,,0,,【未詳】,,113919,,,,,113919
472,伯杭,元,未詳,未詳,Bohang,,未詳,未詳,,,0,,【未詳】,,113919,,,,,4733
473,鄭昂霄,元,未詳,未詳,Zheng Angxiao,血親門,未詳,未詳,,,0,1329,【未詳】,,111924,,1270,1329,60,111924
474,趙孟濚,元,未詳,未詳,Zhao Mengying,正常科舉,未詳,未詳,,,0,1301,【未詳】,咸淳元年進士,110636,,1242,1305,64,110636
475,馬合睦,元,未詳,未詳,Mahemu,,未詳,未詳,,,0,,【未詳】,,115434,,,,,115434
476,玉速帖木兒,元,未詳,未詳,Yusutiemuer,,未詳,未詳,,,0,1331,【未詳】,Index year algorithmically generated: Rule 9;,117409,,,,,117409
477,楊煥,元,未詳,未詳,Yang Huan,,未詳,未詳,,,0,1334,【未詳】,,109417,,1275,1349,75,109417
478,王士元,元,未詳,未詳,Wang Shiyuan,正常科舉,未詳,未詳,,,0,1345,【未詳】,延祐二年進士,101027,,,,,101027
479,王氏(鄭深妻),元,未詳,未詳,Wang Shi(Wife of Zheng Shen),,未詳,未詳,,,1,1361,【未詳】,,134369,,,,,134369
480,黃富,元,未詳,未詳,Huang Fu,,未詳,未詳,,,0,,【未詳】,,109102,,,,,109102
481,槊直腯魯華,元,未詳,未詳,Shuozhituluhua,,未詳,未詳,,,0,,【未詳】,,115121,,,,,115121
482,張潏,元,未詳,未詳,Zhang Shu,,未詳,未詳,,,0,,【未詳】,,401194,,,,,401194
483,史博,元,未詳,未詳,Shi Bo,,未詳,未詳,,,0,,【未詳】,,101532,拒絕出仕,,,,101532
484,揭士弘,元,未詳,未詳,Jie Shihong,,未詳,未詳,,,0,1360,【未詳】,"Jie Shihong [27956] WDY, 3, p. 1385.",27956,[為官者：文],,,,27956
485,段天祐,元,未詳,未詳,Duan Tianyou,正常科舉,未詳,未詳,,,0,1354,【未詳】,泰定元年進士,104730,,,,,104730
486,普顏帖木耳,元,未詳,未詳,Puyantiemuer,,未詳,未詳,,,0,,【未詳】,,404396,,,,,404396
487,担只不丁,元,未詳,未詳,Danzhibuding,,未詳,未詳,,,0,,【未詳】,,403453,,,,,403453
488,翁榮,元,未詳,未詳,Weng Rong,,未詳,未詳,,,0,1330,【未詳】,,105822,,1271,1338,68,105822
489,趙氏(譚某妻),元,未詳,未詳,Zhao Shi(Wife of Tan Mou),,未詳,未詳,,,1,,【未詳】,,110323,,,,,110323
490,蒲察菘,元,未詳,未詳,Pucha Song,,未詳,未詳,,,0,,【未詳】,,110289,,,,,110289
491,忙古台,元,未詳,未詳,Manggutai,,未詳,未詳,,,0,,【未詳】,,115571,,,,,115571
492,楊伯顏,元,未詳,未詳,Yang Boyan,,未詳,未詳,,,0,,【未詳】,,109552,,,,,109552
493,王守忠,元,未詳,未詳,Wang Shouzhong,,未詳,未詳,,,0,,【未詳】,,101162,,,,,101162
494,陳政可,元,未詳,未詳,Chen Zhengke,,未詳,未詳,,,0,,【未詳】,,431172,,,,,431172
495,真金,元,未詳,未詳,Beierzhijin Zhenjin,,未詳,未詳,,,0,1652,【未詳】,Index year algorithmically generated: Rule 5;,339729,,,,,339729
496,馬良,元,未詳,未詳,Ma Liang,,未詳,未詳,,,0,,【未詳】,,105988,,,,,105988
497,丘和仲,元,未詳,未詳,Qiu Huozhong,,未詳,未詳,,,0,1348,【未詳】,,101498,,1289,,,101498
498,邵永,元,未詳,未詳,Shao Yong,,未詳,未詳,,,0,,【未詳】,,104360,,,,,104360
499,鄭溥,元,未詳,未詳,Zheng Pu,,未詳,未詳,,,0,,【未詳】,,111861,,,,,111861
500,李秉昭,元,未詳,未詳,Li Bingzhao,,未詳,未詳,,,0,1352,【未詳】,"Li(2) Bingzhao [35438] YLDD, 6697.26a.",35438,死國難,1324,1352,29,35438
501,齊秉節,元,未詳,未詳,Qi Bingjie,血親門,未詳,未詳,,,0,1289,【未詳】,,110773,,1230,1291,62,110773
502,焦世昌,元,未詳,未詳,Jiao Shichang,,未詳,未詳,,,0,,【未詳】,,108713,,,,,108713
503,完者不花,元,未詳,未詳,Wanzhebuhua,,未詳,未詳,,,0,1373,【未詳】,Index year algorithmically generated: Rule 13;,115822,,,,,115822
504,延壽,元,未詳,未詳,Yanshou,,未詳,未詳,,,0,,【未詳】,,114730,,,,,114730
505,葛君貴,元,未詳,未詳,Ge Jungui,,未詳,未詳,,,0,,【未詳】,,109801,,,,,109801
506,阿熟達實,元,未詳,未詳,Ashudashi,,未詳,未詳,,,0,,【未詳】,,430333,,,,,430333
507,于九思,元,未詳,未詳,Yu Jiusi,,未詳,未詳,,,0,1327,【未詳】,,100323,,1268,1341,74,100323
508,韋辰,元,未詳,未詳,Wei Chen,,未詳,未詳,,,0,,【未詳】,,105121,,,,,105121
509,歐陽德器,元,未詳,未詳,Ouyang Deqi,,未詳,未詳,,,0,,【未詳】,,111532,,,,,111532
510,丁濟,元,未詳,未詳,Ding Ji,,未詳,未詳,,,0,1289,【未詳】,"Ding(1) Ji [29948] WDY, 1, p. 3.",29948,[為官者：文];教育家,,,,29948
511,樊天澤,元,未詳,未詳,Pan Tianze,,未詳,未詳,,,0,,【未詳】,,111498,,,,,111498
512,普顏,元,未詳,未詳,Puyan,,未詳,未詳,,,0,,【未詳】,,114360,,,,,114360
513,董康孫,元,未詳,未詳,Dong Kangsun,,未詳,未詳,,,0,,【未詳】,,421488,,,,,421488
514,陳愛穆哥,元,未詳,未詳,Chen Aimuge,,未詳,未詳,,,0,1376,【未詳】,Index year algorithmically generated: Rule 8;,108343,,,,,108343
515,王珪,元,未詳,未詳,Wang Gui,,未詳,未詳,,,0,,【未詳】,,100773,,,,,100773
516,向庭芳,元,未詳,未詳,Xiang Tingfang,,未詳,未詳,,,0,,【未詳】,,101861,,,,,101861
517,阿不撒,元,未詳,未詳,Abusa,,未詳,未詳,,,0,,【未詳】,,430299,,,,,430299
518,卜元,元,未詳,未詳,Bu Yuan,,未詳,未詳,,,0,,【未詳】,,100289,,,,,100289
519,徐文瑞,元,未詳,未詳,Xu Wenrui,,未詳,未詳,,,0,,【未詳】,,105571,,,,,105571
520,哈剌,元,未詳,未詳,Hala,,未詳,未詳,,,0,,【未詳】,,115988,,,,,115988
521,劉天錫,元,未詳,未詳,Liu Tianxi,,未詳,未詳,,,0,,【未詳】,,111162,,,,,111162
522,阿禮海牙,元,未詳,未詳,Alihaiya,,未詳,未詳,,,0,,【未詳】,,113671,,,,,113671
523,和尚,元,未詳,未詳,Heshang,,未詳,未詳,,,0,,【未詳】,,116189,,,,,116189
524,孔士璘,元,未詳,未詳,Kong Shilin,,未詳,未詳,,,0,1318,魯國,"Kong(2) Shilin [28524] WDY, 1, p. 39.",28524,[為官者：文],,,,28524
525,嚴忠祐,元,未詳,未詳,Yan Zhongyou,,未詳,未詳,,,0,1271,【未詳】,Index year algorithmically generated: Rule 8;,112963,,,,,112963
526,陳君肇,元,未詳,未詳,Chen Junzhao,,未詳,未詳,,,0,,【未詳】,,108197,,,,,108197
527,張德林,元,未詳,未詳,Zhang Delin,,未詳,未詳,,,0,,【未詳】,,107262,,,,,107262
528,姚應龍,宋,未詳,南宋,Yao Yinglong,,未詳,德祐,,1,0,1275,【未詳】,,44605,死國難,,1275,,44605
529,朱也先不花,元,未詳,未詳,Zhu Yexianbuhua,,未詳,未詳,,,0,,【未詳】,,102060,,,,,102060
530,郭子翀,元,未詳,未詳,Guo Zichong,,未詳,未詳,,,0,,【未詳】,,107798,,,,,107798
531,撒蠻,元,未詳,未詳,Saman,,未詳,未詳,,,0,1293,【未詳】,Index year algorithmically generated: Rule 9;,116473,,,,,116473
532,釋法印,元,未詳,未詳,Shi Fayin,,未詳,未詳,,,0,,【未詳】,,113221,,,,,113221
533,鄭文泰,元,未詳,未詳,Zheng Wentai,,未詳,未詳,,,0,1320,滎陽北,"Zheng(1) Wentai [28174] WDY, 3, p. 1936.又見《宋濂全集》p. 2108.",28174,地方士人/鄉紳,0,0,0,28174
534,張天錫,元,未詳,未詳,Zhang Tianxi,正常科舉,未詳,未詳,,,0,,【未詳】,,106920,,,,,106920
535,許榮,元,未詳,未詳,Xu Rong,,未詳,未詳,,,0,,【未詳】,,107632,,,,,107632
536,吳志堅,元,未詳,未詳,Wu Zhijian,薦舉門,未詳,未詳,,,0,,【未詳】,,102430,道士,,,,102430
537,哈剌真,元,未詳,未詳,Halazhen,,未詳,未詳,,,0,,【未詳】,,116023,,,,,116023
538,盧廷玉,元,未詳,未詳,Lu Tingyu,,未詳,未詳,,,0,,【未詳】,,112060,,,,,112060
539,盧廷玉,元,未詳,未詳,Lu Tingyu,,未詳,未詳,,,0,,【未詳】,,112060,,,,,144600
540,華凱,元,未詳,未詳,Hua Kai,,未詳,未詳,,,0,,【未詳】,,108894,,,,,108894
541,馬唐古德,元,未詳,未詳,Ma Tanggude,,未詳,未詳,,,0,,【未詳】,,117798,,,,,117798
542,葛將,元,未詳,未詳,Ge Jiang,,未詳,未詳,,,0,,【未詳】,,109786,,,,,109786
543,趙孟袤,元,未詳,未詳,Zhao Mengmou,,未詳,未詳,,,0,1289,宋太祖,"Zhao(1) Mengmou [35316] CHECK epitaph of father-in-law, Wang(2) Yishan [35302]. SS(PRC), 218.6086.",35316,,0,0,0,35316
544,張氏(高垕妻),元,未詳,未詳,Zhang Shi(Wife of Gao Hou ),,未詳,未詳,,,1,,【未詳】,,106473,,,,,106473
545,李瑞,元,未詳,未詳,Li Rui,,未詳,未詳,,,0,1268,【未詳】,,102963,未仕而卒,1209,1272,64,102963
546,汪忠臣,元,未詳,未詳,Wang Zhongchen,,未詳,未詳,,,0,1266,【未詳】,,103671,,1219,1266,48,103671
547,高隅,元,未詳,未詳,Gao Yu,,未詳,未詳,,,0,,【未詳】,,106189,,,,,106189
548,凍阿朮,元,未詳,未詳,Dongashu,,未詳,未詳,,,0,,【未詳】,,117262,,,,,117262
549,謝氏(徐仁妻),元,未詳,未詳,Xie Shi(Wife of Xu Ren ),,未詳,未詳,,,1,,【未詳】,,112430,,,,,112430
550,馬實,元,未詳,未詳,Ma Shi,,未詳,未詳,,,0,,【未詳】,,106023,,,,,106023
551,李汝成,元,未詳,未詳,Li Rucheng,,未詳,未詳,,,0,1338,【未詳】,,103221,,1279,1348,70,103221
552,林子明,元,未詳,未詳,Lin Ziming,,未詳,未詳,,,0,1301,【未詳】,亦據元人傳記資料索引電子版4376,42381,士人,1242,1302,61,42381
553,樓紹翁,元,未詳,未詳,Lou Shaoweng,,未詳,未詳,,,0,1313,【未詳】,,134152,,,,,134152
554,樓紹翁,元,未詳,未詳,Lou Shaoweng,,未詳,未詳,,,0,1313,【未詳】,,134152,,,,,162732
555,石佐中,元,未詳,未詳,Shi Zuozhong,,未詳,未詳,,,0,,【未詳】,,117632,,,,,117632
556,答失帖木兒,元,未詳,未詳,Dashitiemuer,,未詳,未詳,,,0,,【未詳】,,116920,,,,,116920
557,李信,元,未詳,未詳,Li Xin,,未詳,未詳,,,0,,【未詳】,,102826,,,,,102826
558,唐奎瑞,宋,未詳,南宋,Tang Kuirui,,未詳,德祐,,1,0,1275,【未詳】,,43986,死國難,,1275,,43986
559,唐津,元,未詳,未詳,Tang Jin,,未詳,未詳,,,0,1306,【未詳】,,134447,不求仕,,,,134447
560,申屠駉,元,未詳,未詳,Shentu Jiong,正常科舉,未詳,未詳,,,0,,【未詳】,,101709,,,,,101709
561,沈欽,元,未詳,未詳,Shen Qin,,未詳,未詳,,,0,,【未詳】,,103734,,,,,103734
562,楊至,元,未詳,未詳,Yang Zhi,,未詳,未詳,,,0,,【未詳】,,109339,,,,,109339
563,兀都蠻,元,未詳,未詳,Wudouman,,未詳,未詳,,,0,,【未詳】,,117327,,,,,117327
564,蕭文孫,元,未詳,未詳,Xiao Wensun,薦舉門,未詳,未詳,,,0,1350,【未詳】,,112125,,1291,,,112125
565,靳榮,元,未詳,未詳,Jin Rong,正常科舉,未詳,未詳,,,0,1357,【未詳】,Index year algorithmically generated: Rule 13;,110118,,,,,110118
566,張信,元,未詳,未詳,Zhang Xin,,未詳,未詳,,,0,,【未詳】,,106536,,,,,106536
567,呂師聖,元,未詳,未詳,Lv Shisheng,,未詳,未詳,,,0,,【未詳】,,393105,,,,,393105
568,王景昇,元,未詳,未詳,Wang Jingsheng,,未詳,未詳,,,0,,【未詳】,,101359,道士;畫家,,,,101359
569,李起岩,元,未詳,未詳,Li Qiyan,,未詳,未詳,,,0,,【未詳】,,103364,,,,,103364
570,師晉,元,未詳,未詳,Shi Jin,,未詳,未詳,,,0,,【未詳】,,117777,,,,,117777
571,教化,元,未詳,未詳,Jiaohua,,未詳,未詳,,,0,,【未詳】,,114858,,,,,114858
572,唐兀歹,元,未詳,未詳,Tangwudai,,未詳,未詳,,,0,,【未詳】,,116865,,,,,116865
573,葉嗣孫,元,未詳,未詳,Ye Sisun,,未詳,未詳,,,0,,【未詳】,,109769,,,,,109769
574,程恒,元,未詳,未詳,Cheng Heng,徵召門,未詳,未詳,,,0,1264,【未詳】,"Cheng(1) Xuan(2) [28932] He became an army officer at the beginning of the Yuan. YS, 163.3829 provides an ancestry identical to that provided for probable elder brother, Yun(3) [28925], in his funerary inscription--i.e., ancestors were Luyang people transported with other powerful families at the time of the Northern Wei (元魏) to current Inner Mongolian territory and this Cheng(1) lineage settled in Dongsheng. Xuan(2)'s son, Silian [28933], has the same generational name as Yun(3)'s son. WDY, 3, p. 1415.",28932,[武官],,,,28932
575,廉希憲,元,未詳,未詳,Lian Xixian,,未詳,未詳,,,0,1280,【未詳】,,109293,,1231,1280,50,109293
576,韓諫,元,未詳,未詳,Han Jian,,未詳,未詳,,,0,,【未詳】,,112575,,,,,112575
577,趙文煥,元,未詳,未詳,Zhao Wenhuan,,未詳,未詳,,,0,,【未詳】,,110548,,,,,110548
578,高恕,元,未詳,未詳,Gao Shu,,未詳,未詳,,,0,1364,【未詳】,,106166,,1311,1364,54,106166
579,何維,元,未詳,未詳,He Wei,正常科舉,未詳,未詳,,,0,1347,【未詳】,Index year algorithmically generated: Rule 6;,102125,,,,,102125
580,完顏拿住,元,未詳,未詳,Wanyan Nazhu,軍功補授門;軍功補授門,未詳,未詳,,,0,,【未詳】,,126180,,,,,126180
581,彭衡,元,未詳,未詳,Peng Heng,,未詳,未詳,,,0,,【未詳】,,108528,校堪學家,,,,108528
582,施氏(蔣吉相妻),元,未詳,未詳,Shi Shi(Wife of Jiang Ji Xiang),,未詳,未詳,,,1,1324,【未詳】,,386757,,,,,386757
583,蔣瑱,元,未詳,未詳,Jiang Tian,,未詳,未詳,,,0,,【未詳】,,111709,,,,,111709
584,阿合馬,元,未詳,未詳,Ahema,,未詳,未詳,,,0,,【未詳】,,113734,,,,,113734
585,羅烈,元,未詳,未詳,Luo Lie,,未詳,未詳,,,0,,【未詳】,,112826,,,,,112826
586,張正常,明,未詳,未詳,Zhang Zhengchang,血親門,未詳,未詳,,,0,1377,【未詳】,"Zhang(1) Zhengchang [34442] 42nd Celestial Master. CHECK biography. WDY, 2, p. 1126.",34442,天師,1335,1377,43,34442
587,殷澂,元,未詳,未詳,Yin Cheng,,未詳,未詳,,,0,1305,【未詳】,"Yin(1) Cheng [33387] See documentation for grandson, Xiang [33383].",33387,[隱居（有隱德）],0,0,0,33387
588,刁昔刺不花,元,未詳,未詳,Diaoxicibuhua,,未詳,未詳,,,0,,【未詳】,,390683,,,,,390683
589,扈彥鴻,元,未詳,未詳,Hu Yanhong,,未詳,未詳,,,0,,【未詳】,,107327,,,,,107327
590,劉自持,元,未詳,未詳,Liu Zichi,,未詳,未詳,,,0,,【未詳】,,391991,,,,,391991
591,呂合剌,元,未詳,未詳,Lv Heci,,未詳,未詳,,,0,1297,【未詳】,Index year algorithmically generated: Rule 9;,102575,,,,,102575
592,别都魯丁,元,未詳,未詳,Biedouluding,,未詳,未詳,,,0,,【未詳】,,390729,,,,,390729
593,方伯載,元,未詳,未詳,Fang Bodai,,未詳,未詳,,,0,,【未詳】,,100548,詩人,,,,100548
594,翁景成,元,未詳,未詳,Weng Jingcheng,,未詳,未詳,,,0,,【未詳】,,418927,,,,,418927
595,火你赤,元,未詳,未詳,Huonichi,,未詳,未詳,,,0,1295,【未詳】,Index year algorithmically generated: Rule 8;,116166,,,,,116166
596,陳有霖,元,未詳,未詳,Chen Youlin,,未詳,未詳,,,0,,【未詳】,,108178,建書院/義塾/家塾  ,,,,108178
597,喬彝,元,未詳,未詳,Qiao Yi,,未詳,未詳,,,0,,【未詳】,,108482,,,,,108482
598,劉得之,元,未詳,未詳,Liu Dezhi,,未詳,未詳,,,0,,【未詳】,,111359,,,,,111359
599,釋福勝,元,未詳,未詳,Shi Fusheng,,未詳,未詳,,,0,1352,【未詳】,,113364,,1316,1352,37,113364
600,胡布,元,未詳,未詳,Hu Bu,,未詳,未詳,,,0,,【未詳】,,104858,拒絕出仕,,,,104858
601,張士信,元,未詳,未詳,Zhang Shixin,,未詳,未詳,,,0,1383,【未詳】,Index year algorithmically generated: Rule 10;,106865,,,,,106865
602,郭隚,元,未詳,未詳,Guo Tang,徵召門,未詳,未詳,,,0,1304,【未詳】,,107777,書院山長;鄉先生,1245,1306,62,107777
603,趙某發,元,未詳,未詳,Zhao Moufa,,未詳,未詳,,,0,,【未詳】,,425473,,,,,425473
604,馬思忽,元,未詳,未詳,Masihu,,未詳,未詳,,,0,,【未詳】,,115463,,,,,115463
605,楊慤,元,未詳,未詳,Yang Que,,未詳,未詳,,,0,,【未詳】,,109440,,,,,109440
606,皇甫涖,元,未詳,未詳,Huangfu Li,,未詳,未詳,,,0,,【未詳】,,104788,,,,,104788
607,王公進,元,未詳,未詳,Wang Gongjin,,未詳,未詳,,,0,,【未詳】,,101070,,,,,101070
608,王公進,元,未詳,未詳,Wang Gongjin,,未詳,未詳,,,0,,【未詳】,,101070,,,,,376780
609,陳志中,元,未詳,未詳,Chen Zhizhong,,未詳,未詳,,,0,,【未詳】,,431060,,,,,431060
610,林君輔,元,未詳,未詳,Lin Junfu,,未詳,未詳,,,0,,【未詳】,,104272,,,,,104272
611,鞏彥榮,元,未詳,未詳,Gong Yanrong,,未詳,未詳,,,0,1261,【未詳】,Index year algorithmically generated: Rule 11;,111973,,,,,111973
612,王恕,元,未詳,未詳,Wang Shu,,未詳,未詳,,,0,1263,【未詳】,"Wang(2) Shu(10) [29509] See documentation for father, Ruoxu [29507].",29509,農民,0,0,0,29509
613,乞思監,元,未詳,未詳,Qisijian,,未詳,未詳,,,0,,【未詳】,,115199,,,,,115199
614,趙信遵,元,未詳,未詳,Zhao Xinzun,,未詳,未詳,,,0,,【未詳】,,110661,,,,,110661
615,王鳳顯,元,,元,Wang Fengxian,,,至正,,23,0,1363,【未詳】,,439000,,,1363,,439000
616,單安仁,明,元,明,Dan Anren,,大德,洪武,7,20,0,1362,【未詳】,,66518,義軍首領,1303,1387,85,66518
617,馮詠,元,未詳,未詳,Feng Yong,,未詳,未詳,,,0,,【未詳】,,109010,,,,,109010
618,札忽兒,元,未詳,未詳,Zhahuer,,未詳,未詳,,,0,,【未詳】,,115033,,,,,115033
619,劉公源,元,未詳,未詳,Liu Gongyuan,,未詳,未詳,,,0,,【未詳】,,390953,,,,,390953
620,趙平,元,未詳,未詳,Zhao Ping,,未詳,未詳,,,0,1332,【未詳】,"Zhao(1) Ping [27844] CHECK funerary inscription for father, Wen(3) [27836].",27844,,0,0,0,27844
621,王德修,元,未詳,未詳,Wang Dexiu,,未詳,未詳,,,0,,【未詳】,,101420,,,,,101420
622,姜明安,元,未詳,未詳,Jiang Mingan,薦舉門,未詳,未詳,,,0,,【未詳】,,104622,,,,,104622
623,郝企,元,未詳,未詳,Hao Qi,,未詳,未詳,,,0,,【未詳】,,105930,,,,,105930
624,甄蒙,元,未詳,未詳,Zhen Meng,,未詳,未詳,,,0,1340,【未詳】,"Zhen(2) Meng [29159] CHECK funerary inscription of father, Shiliang [10785].",29159,,0,0,0,29159
625,綦渙,元,未詳,未詳,Qi Huan,,未詳,未詳,,,0,,【未詳】,,110231,,,,,110231
626,博蠻歹,元,未詳,未詳,Bomandai,,未詳,未詳,,,0,,【未詳】,,114272,,,,,114272
627,陳致虛,元,未詳,未詳,Chen Zhixu,,未詳,未詳,,,0,,【未詳】,,108251,,,,,108251
628,魏弼,元,未詳,未詳,Wei Bi,,未詳,未詳,,,0,,【未詳】,,435189,,,,,435189
629,魏弼,元,未詳,未詳,Wei Bi,,未詳,未詳,,,0,,【未詳】,,435189,,,,,275734
630,唐儁,元,未詳,未詳,Tang Jun,,未詳,未詳,,,0,,【未詳】,,105199,,,,,105199
631,王佐,元,未詳,未詳,Wang Zuo,,未詳,未詳,,,0,,【未詳】,,100661,,,,,100661
632,王佐,元,未詳,未詳,Wang Zuo,,未詳,未詳,,,0,,【未詳】,,100661,,,,,377191
633,朱士俊,元,未詳,未詳,Zhu Shijun,,未詳,未詳,,,0,,【未詳】,,101973,,,,,101973
634,徐仲,元,未詳,未詳,Xu Zhong,軍功補授門,未詳,未詳,,,0,,【未詳】,,105463,,,,,105463
635,徐仲,元,未詳,未詳,Xu Zhong,軍功補授門,未詳,未詳,,,0,,【未詳】,,105463,,,,,153203
636,也先不花,元,未詳,未詳,Yexianbuhua,,未詳,未詳,,,0,,【未詳】,,114788,,,,,114788
637,吳清之,元,未詳,未詳,Wu Qingzhi,,未詳,未詳,,,0,1347,【未詳】,"Wu(3) Qingzhi [28318] CHECK funerary inscription of daughter, Shu(4) [28317].",28318,,0,0,0,28318
638,劉濟,元,未詳,未詳,Liu Ji,,未詳,未詳,,,0,1314,【未詳】,,111070,,1260,1314,55,111070
639,曾賢,元,未詳,未詳,Zeng Xian,,未詳,未詳,,,0,1357,【未詳】,,108601,鄉里長者;孝子/孝女,1298,1361,64,108601
640,合丹,元,未詳,未詳,Hedan,,未詳,未詳,,,0,,【未詳】,,115930,,,,,115930
